timestamp,pack_voltage,pack_current,soc,min_cell_volt,max_cell_volt,min_temp,max_temp,state,faults,cell_0_0,cell_0_1,cell_0_2,cell_0_3,cell_0_4,cell_0_5,cell_0_6,cell_0_7,cell_0_8,cell_0_9,cell_0_10,cell_0_11,bal_0_0,bal_0_1,bal_0_2,bal_0_3,bal_0_4,bal_0_5,bal_0_6,bal_0_7,bal_0_8,bal_0_9,bal_0_10,bal_0_11,temp_0_0
1716816667026,39.6481,0,0.0,3.2466,3.3592,25.065,25.065,3,,3.2466,3.2602,3.2681,3.2796,3.2886,3.2990,3.3093,3.3199,3.3293,3.3392,3.3492,3.3592,0,0,0,0,0,0,0,0,0,0,0,0,25.065
1716816667044,39.6481,0,0.0,3.2466,3.3592,25.065,25.065,3,,3.2466,3.2602,3.2681,3.2796,3.2886,3.2990,3.3093,3.3199,3.3293,3.3392,3.3492,3.3592,0,0,0,0,0,0,0,0,0,0,0,0,25.065
1716816667284,39.6455,0,0.0,3.2465,3.3585,25.072,25.072,3,,3.2465,3.2603,3.2675,3.2791,3.2889,3.2990,3.3095,3.3195,3.3289,3.3391,3.3488,3.3585,0,0,0,0,0,0,0,0,0,0,0,0,25.072
1716816667304,39.6455,0,0.0,3.2465,3.3585,25.072,25.072,3,,3.2465,3.2603,3.2675,3.2791,3.2889,3.2990,3.3095,3.3195,3.3289,3.3391,3.3488,3.3585,0,0,0,0,0,0,0,0,0,0,0,0,25.072
1716816667525,39.6483,0,0.0,3.2466,3.3592,25.081,25.081,3,,3.2466,3.2600,3.2674,3.2797,3.2893,3.2990,3.3093,3.3194,3.3295,3.3394,3.3495,3.3592,0,0,0,0,0,0,0,0,0,0,0,0,25.081
1716816667544,39.6483,0,0.0,3.2466,3.3592,25.081,25.081,3,,3.2466,3.2600,3.2674,3.2797,3.2893,3.2990,3.3093,3.3194,3.3295,3.3394,3.3495,3.3592,0,0,0,0,0,0,0,0,0,0,0,0,25.081
1716816667784,39.6480,0,0.0,3.2468,3.3586,25.054,25.054,3,,3.2468,3.2602,3.2678,3.2796,3.2892,3.2988,3.3096,3.3195,3.3296,3.3394,3.3488,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.054
1716816667804,39.6480,0,0.0,3.2468,3.3586,25.054,25.054,3,,3.2468,3.2602,3.2678,3.2796,3.2892,3.2988,3.3096,3.3195,3.3296,3.3394,3.3488,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.054
1716816668024,39.6497,0,0.0,3.2463,3.3594,25.054,25.054,3,,3.2463,3.2599,3.2675,3.2796,3.2889,3.2988,3.3098,3.3200,3.3298,3.3398,3.3499,3.3594,0,0,0,0,0,0,0,0,0,0,0,0,25.054
1716816668044,39.6497,0,0.0,3.2463,3.3594,25.054,25.054,3,,3.2463,3.2599,3.2675,3.2796,3.2889,3.2988,3.3098,3.3200,3.3298,3.3398,3.3499,3.3594,0,0,0,0,0,0,0,0,0,0,0,0,25.054
1716816668285,39.6489,0,0.0,3.2466,3.3586,25.067,25.067,3,,3.2466,3.2602,3.2680,3.2797,3.2892,3.2993,3.3092,3.3200,3.3296,3.3395,3.3490,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.067
1716816668304,39.6489,0,0.0,3.2466,3.3586,25.067,25.067,3,,3.2466,3.2602,3.2680,3.2797,3.2892,3.2993,3.3092,3.3200,3.3296,3.3395,3.3490,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.067
1716816668524,39.6486,0,0.0,3.2465,3.3588,25.059,25.059,3,,3.2465,3.2599,3.2678,3.2799,3.2890,3.2991,3.3098,3.3200,3.3295,3.3394,3.3490,3.3588,0,0,0,0,0,0,0,0,0,0,0,0,25.059
1716816668544,39.6486,0,0.0,3.2465,3.3588,25.059,25.059,3,,3.2465,3.2599,3.2678,3.2799,3.2890,3.2991,3.3098,3.3200,3.3295,3.3394,3.3490,3.3588,0,0,0,0,0,0,0,0,0,0,0,0,25.059
